"Company","Symbol","Link","exchange"
"Electronics for Imaging","EFII","https://ih.advfn.com/stock-market/NASDAQ/electronics-for-imaging-EFII/","NASDAQ"
"Elizabeth Arden","RDEN","https://ih.advfn.com/stock-market/NASDAQ/elizabeth-arden-inc-RDEN/","NASDAQ"
"Elong","LONG","https://ih.advfn.com/stock-market/NASDAQ/elong-ads-representing-2-ordinary-shares-mm-LONG/","NASDAQ"
"Eloyalty","ELOY","https://ih.advfn.com/stock-market/NASDAQ/eloyalty-ELOY/","NASDAQ"
"Elron Electronic Industries Ltd","ELRN","https://ih.advfn.com/stock-market/NASDAQ/no-elrn-ELRN/","NASDAQ"
"Eltek Ltd.","ELTK","https://ih.advfn.com/stock-market/NASDAQ/eltek-ELTK/","NASDAQ"
"Emageon","EMAG","https://ih.advfn.com/stock-market/NASDAQ/a-emag-EMAG/","NASDAQ"
"Emc Insurance Grp.","EMCI","https://ih.advfn.com/stock-market/NASDAQ/emc-insurance-EMCI/","NASDAQ"
"Emcore","EMKR","https://ih.advfn.com/stock-market/NASDAQ/emcore-EMKR/","NASDAQ"
"Emdeon","HLTH","https://ih.advfn.com/stock-market/NASDAQ/emdeon-HLTH/","NASDAQ"
"Emmis Communications","EMMS","https://ih.advfn.com/stock-market/NASDAQ/emmis-communications-EMMS/","NASDAQ"
"Emmis Communications","EMMSP","https://ih.advfn.com/stock-market/NASDAQ/no-emmsp-EMMSP/","NASDAQ"
"Empire Resorts","NYNY","https://ih.advfn.com/stock-market/NASDAQ/empire-resorts-NYNY/","NASDAQ"
"Ems Technologies","ELMG","https://ih.advfn.com/stock-market/NASDAQ/ems-technologies-ELMG/","NASDAQ"
"Encore Bancshares","EBTX","https://ih.advfn.com/stock-market/NASDAQ/encore-bancshares-inc-mm-EBTX/","NASDAQ"
"Encore Capital","ECPG","https://ih.advfn.com/stock-market/NASDAQ/encore-capital-ECPG/","NASDAQ"
"Encore Wire","WIRE","https://ih.advfn.com/stock-market/NASDAQ/encore-wire-WIRE/","NASDAQ"
"Encorium Grp.","ENCO","https://ih.advfn.com/stock-market/NASDAQ/no-enco-ENCO/","NASDAQ"
"Endo Pharmaceuticals Holdings Inc","ENDP","https://ih.advfn.com/stock-market/NASDAQ/endo-ENDP/","NASDAQ"
"Endocare","ENDO","https://ih.advfn.com/stock-market/NASDAQ/no-endo-ENDO/","NASDAQ"
"Endologix","ELGX","https://ih.advfn.com/stock-market/NASDAQ/endologix-ELGX/","NASDAQ"
"Endwave","ENWV","https://ih.advfn.com/stock-market/NASDAQ/endwave-ENWV/","NASDAQ"
"Energy Conversion Devices","ENER","https://ih.advfn.com/stock-market/NASDAQ/energy-conversion-devices-ENER/","NASDAQ"
"Energy Focus","EFOI","https://ih.advfn.com/stock-market/NASDAQ/energy-focus-EFOI/","NASDAQ"
"Energy Recovery","ERII","https://ih.advfn.com/stock-market/NASDAQ/energy-recovery-ERII/","NASDAQ"
"Energy Xxi (bermuda) Limited - Common","EXXI","https://ih.advfn.com/stock-market/NASDAQ/energy-xxi-gulf-coast-inc-EXXI/","NASDAQ"
"Enernoc","ENOC","https://ih.advfn.com/stock-market/NASDAQ/enernoc-inc-mm-ENOC/","NASDAQ"
"Englobal","ENG","https://ih.advfn.com/stock-market/NASDAQ/englobal-ENG/","NASDAQ"
"Enstar","ESGR","https://ih.advfn.com/stock-market/NASDAQ/enstar-ESGR/","NASDAQ"
"Entegris","ENTG","https://ih.advfn.com/stock-market/NASDAQ/entegris-ENTG/","NASDAQ"
"Enteromedics Inc.","ETRM","https://ih.advfn.com/stock-market/NASDAQ/enteromedics-ETRM/","NASDAQ"
"Enterprise Bancorp","EBTC","https://ih.advfn.com/stock-market/NASDAQ/enterprise-bancorp-EBTC/","NASDAQ"
"Enterprise Financial Services","EFSC","https://ih.advfn.com/stock-market/NASDAQ/enterprise-financial-ser-EFSC/","NASDAQ"
"Entremed","ENMD","https://ih.advfn.com/stock-market/NASDAQ/entremed-ENMD/","NASDAQ"
"Entropic Communications","ENTR","https://ih.advfn.com/stock-market/NASDAQ/entrepreneur-30-fund-mm-ENTR/","NASDAQ"
"Entrust","ENTU","https://ih.advfn.com/stock-market/NASDAQ/entrust-mm-ENTU/","NASDAQ"
"Environmental Power","EPG","https://ih.advfn.com/stock-market/NASDAQ/environmental-power-mm-EPG/","NASDAQ"
"Envoy Capital Grp. Inc.","ECGI","https://ih.advfn.com/stock-market/NASDAQ/no-ecgi-ECGI/","NASDAQ"
"Enzon Pharmaceuticals","ENZN","https://ih.advfn.com/stock-market/NASDAQ/no-enzn-ENZN/","NASDAQ"
"Eon Communications","EONC","https://ih.advfn.com/stock-market/NASDAQ/mm-EONC/","NASDAQ"
"Epicor","EPIC","https://ih.advfn.com/stock-market/NASDAQ/epicor-EPIC/","NASDAQ"
"Epiq","EPIQ","https://ih.advfn.com/stock-market/NASDAQ/epiq-EPIQ/","NASDAQ"
"Epix","EPIX","https://ih.advfn.com/stock-market/NASDAQ/essa-pharma-EPIX/","NASDAQ"
"Epoch","EPHC","https://ih.advfn.com/stock-market/NASDAQ/epoch-EPHC/","NASDAQ"
"Equinix","EQIX","https://ih.advfn.com/stock-market/NASDAQ/equinix-EQIX/","NASDAQ"
"Eresearch Technology Inc.","ERES","https://ih.advfn.com/stock-market/NASDAQ/east-resources-acquisition-ERES/","NASDAQ"
"Erie Indemnity Company","ERIE","https://ih.advfn.com/stock-market/NASDAQ/erie-indemnity-ERIE/","NASDAQ"
"Esb Financial","ESBF","https://ih.advfn.com/stock-market/NASDAQ/esb-financial-ESBF/","NASDAQ"
"Escalade Incorporated","ESCA","https://ih.advfn.com/stock-market/NASDAQ/escalade-ESCA/","NASDAQ"
"Escalon Medical","ESMC","https://ih.advfn.com/stock-market/NASDAQ/no-esmc-ESMC/","NASDAQ"
"Essa Bancorp","ESSA","https://ih.advfn.com/stock-market/NASDAQ/essa-bancorp-ESSA/","NASDAQ"
"Etelecare Global Solutions Ads","ETEL","https://ih.advfn.com/stock-market/NASDAQ/etelecare-global-solutions-ads-mm-ETEL/","NASDAQ"
"Etrials Worldwide","ETWC","https://ih.advfn.com/stock-market/NASDAQ/etrials-worldwide-mm-ETWC/","NASDAQ"
"Eurand N.v.","EURX","https://ih.advfn.com/stock-market/NASDAQ/eurand-n-v-mm-EURX/","NASDAQ"
"Euro Tech","CLWT","https://ih.advfn.com/stock-market/NASDAQ/euro-tech-CLWT/","NASDAQ"
"Eurobancshares","EUBK","https://ih.advfn.com/stock-market/NASDAQ/eurobancshares-mm-EUBK/","NASDAQ"
"Euronet Worldwide","EEFT","https://ih.advfn.com/stock-market/NASDAQ/euronet-worldwide-EEFT/","NASDAQ"
"Euroseas Ltd.","ESEA","https://ih.advfn.com/stock-market/NASDAQ/euroseas-ESEA/","NASDAQ"
"Ev3 Inc.","EVVV","https://ih.advfn.com/stock-market/NASDAQ/ev3-mm-EVVV/","NASDAQ"
"Evans Bancorp","EVBN","https://ih.advfn.com/stock-market/NASDAQ/a-evbn-EVBN/","NASDAQ"
"Evergreen Solar","ESLR","https://ih.advfn.com/stock-market/NASDAQ/evergreen-solar-inc-mm-ESLR/","NASDAQ"
"Evolving Systems","EVOL","https://ih.advfn.com/stock-market/NASDAQ/evolving-systems-EVOL/","NASDAQ"
"Evotec Aktiengesellschaft - American","EVTC","https://ih.advfn.com/stock-market/NASDAQ/ny-evtc-EVTC/","NASDAQ"
"Exact Sciences","EXAS","https://ih.advfn.com/stock-market/NASDAQ/exact-sciences-EXAS/","NASDAQ"
"Exactech","EXAC","https://ih.advfn.com/stock-market/NASDAQ/exactech-inc-delisted-EXAC/","NASDAQ"
"Exar","EXAR","https://ih.advfn.com/stock-market/NASDAQ/ny-exar-EXAR/","NASDAQ"
"Exelixis","EXEL","https://ih.advfn.com/stock-market/NASDAQ/exelixis-EXEL/","NASDAQ"
"Exfo","EXFO","https://ih.advfn.com/stock-market/NASDAQ/exfo-EXFO/","NASDAQ"
"Exide Technologies","XIDE","https://ih.advfn.com/stock-market/NASDAQ/exide-technologies-mm-XIDE/","NASDAQ"
"Exlservice Holdings","EXLS","https://ih.advfn.com/stock-market/NASDAQ/exlservice-EXLS/","NASDAQ"
"Expedia","EXPE","https://ih.advfn.com/stock-market/NASDAQ/expedia-EXPE/","NASDAQ"
"Expedia","EXPEZ","https://ih.advfn.com/stock-market/NASDAQ/expedia-EXPEZ/","NASDAQ"
"Expedia Wrt","EXPEW","https://ih.advfn.com/stock-market/NASDAQ/expedia-wrt-mm-EXPEW/","NASDAQ"
"Expeditors International of Washington","EXPD","https://ih.advfn.com/stock-market/NASDAQ/expeditors-international-EXPD/","NASDAQ"
"Exponent","EXPO","https://ih.advfn.com/stock-market/NASDAQ/exponent-EXPO/","NASDAQ"
"Express Scripts","ESRX","https://ih.advfn.com/stock-market/NASDAQ/express-scripts-holding-company-delisted-ESRX/","NASDAQ"
"Exterran Partners L.p.","EXLP","https://ih.advfn.com/stock-market/NASDAQ/mm-EXLP/","NASDAQ"
"Extreme Networks","EXTR","https://ih.advfn.com/stock-market/NASDAQ/extreme-networks-EXTR/","NASDAQ"
"Ezchip Semiconductor Limited","EZCH","https://ih.advfn.com/stock-market/NASDAQ/mm-EZCH/","NASDAQ"
"Ezcorp","EZPW","https://ih.advfn.com/stock-market/NASDAQ/ezcorp-EZPW/","NASDAQ"
"F5 Networks","FFIV","https://ih.advfn.com/stock-market/NASDAQ/f5-networks-FFIV/","NASDAQ"
"Facet Biotech","FACT","https://ih.advfn.com/stock-market/NASDAQ/facet-biotech-mm-FACT/","NASDAQ"
"Falconstor","FALC","https://ih.advfn.com/stock-market/NASDAQ/falconstor-FALC/","NASDAQ"
"Famous Daves of America","DAVE","https://ih.advfn.com/stock-market/NASDAQ/famous-daves-of-america-DAVE/","NASDAQ"
"Farmer Brothers","FARM","https://ih.advfn.com/stock-market/NASDAQ/farmer-brothers-FARM/","NASDAQ"
"Farmers Capital Bank","FFKT","https://ih.advfn.com/stock-market/NASDAQ/farmers-capital-bank-FFKT/","NASDAQ"
"Faro","FARO","https://ih.advfn.com/stock-market/NASDAQ/faro-technologies-FARO/","NASDAQ"
"Fastenal Company","FAST","https://ih.advfn.com/stock-market/NASDAQ/fastenal-FAST/","NASDAQ"
"Fauquier Bankshares","FBSS","https://ih.advfn.com/stock-market/NASDAQ/fauquier-bankshares-FBSS/","NASDAQ"
"Fbr Capital Markets","FBCM","https://ih.advfn.com/stock-market/NASDAQ/fbr-capital-markets-corp-mm-FBCM/","NASDAQ"
"Fcstone Grp.","FCSX","https://ih.advfn.com/stock-market/NASDAQ/fcstone-grp-mm-FCSX/","NASDAQ"
"Federal-mogul","FDML","https://ih.advfn.com/stock-market/NASDAQ/federal-mogul-holdings-corp-FDML/","NASDAQ"
"Fedfirst Financial","FFCO","https://ih.advfn.com/stock-market/NASDAQ/fedfirst-financial-FFCO/","NASDAQ"
"Fei Company","FEIC","https://ih.advfn.com/stock-market/NASDAQ/fei-company-mm-FEIC/","NASDAQ"
"Ffd Financial","FFDF","https://ih.advfn.com/stock-market/NASDAQ/ffd-financial-FFDF/","NASDAQ"
"Fgx International Holdings Limited","FGXI","https://ih.advfn.com/stock-market/NASDAQ/fgx-international-holdings-lim-mm-FGXI/","NASDAQ"
"Fibernet Telecom Grp.","FTGX","https://ih.advfn.com/stock-market/NASDAQ/fibernet-telecom-grp-mm-FTGX/","NASDAQ"
"Fibertower","FTWR","https://ih.advfn.com/stock-market/NASDAQ/fibertower-cp-mm-FTWR/","NASDAQ"
"Fidelity Bancorp","FSBI","https://ih.advfn.com/stock-market/NASDAQ/fidelity-bancorp-FSBI/","NASDAQ"
"Fidelity Southern","LION","https://ih.advfn.com/stock-market/NASDAQ/fidelity-southern-LION/","NASDAQ"
"Fifth Third Bancorp","FITBP","https://ih.advfn.com/stock-market/NASDAQ/fifth-third-bancorp-FITBP/","NASDAQ"
"Financial Institutions","FISI","https://ih.advfn.com/stock-market/NASDAQ/financial-institutions-FISI/","NASDAQ"
"Finisar","FNSR","https://ih.advfn.com/stock-market/NASDAQ/finisar-FNSR/","NASDAQ"
"Firepond","FIRE","https://ih.advfn.com/stock-market/NASDAQ/firepond-FIRE/","NASDAQ"
"First Advantage","FADV","https://ih.advfn.com/stock-market/NASDAQ/first-advantage-corp-cl-a-mm-FADV/","NASDAQ"
"First Advantage Bancorp","FABK","https://ih.advfn.com/stock-market/NASDAQ/first-advantage-bancorp-mm-FABK/","NASDAQ"
"First Bancorp","FBNC","https://ih.advfn.com/stock-market/NASDAQ/first-bancorp-FBNC/","NASDAQ"
"First Bancorp (me)","FNLC","https://ih.advfn.com/stock-market/NASDAQ/first-bancorp-FNLC/","NASDAQ"
"First Bancshares","FBSI","https://ih.advfn.com/stock-market/NASDAQ/first-bancshares-FBSI/","NASDAQ"
"First Bankshares","SUFB","https://ih.advfn.com/stock-market/NASDAQ/first-bankshares-mm-SUFB/","NASDAQ"
"First Busey","BUSE","https://ih.advfn.com/stock-market/NASDAQ/first-busey-BUSE/","NASDAQ"
"First Business Financial Service","FBIZ","https://ih.advfn.com/stock-market/NASDAQ/first-business-financial-FBIZ/","NASDAQ"
"First California Financial Grp.","FCAL","https://ih.advfn.com/stock-market/NASDAQ/first-trust-california-m-FCAL/","NASDAQ"
"First Capital","FCAP","https://ih.advfn.com/stock-market/NASDAQ/first-capital-FCAP/","NASDAQ"
"First Capital Bancorp (va)","FCVA","https://ih.advfn.com/stock-market/NASDAQ/mm-FCVA/","NASDAQ"
"First Cash Financial Services","FCFS","https://ih.advfn.com/stock-market/NASDAQ/firstcash-FCFS/","NASDAQ"
"First Citizens Banc","FCZA","https://ih.advfn.com/stock-market/NASDAQ/mm-FCZA/","NASDAQ"
"First Citizens Bancshares","FCNCA","https://ih.advfn.com/stock-market/NASDAQ/first-citizens-bancshares-FCNCA/","NASDAQ"
"First Clover Leaf Financial","FCLF","https://ih.advfn.com/stock-market/NASDAQ/first-clover-leaf-financial-corp-mm-FCLF/","NASDAQ"
"First Community","FCCO","https://ih.advfn.com/stock-market/NASDAQ/first-community-FCCO/","NASDAQ"
"First Community Bancshares","FCBC","https://ih.advfn.com/stock-market/NASDAQ/first-community-bancshares-FCBC/","NASDAQ"
"First Community Bank of America","FCFL","https://ih.advfn.com/stock-market/NASDAQ/first-community-bank-corp-of-america-mm-FCFL/","NASDAQ"
"First Defiance Financial","FDEF","https://ih.advfn.com/stock-market/NASDAQ/first-defiance-financial-FDEF/","NASDAQ"
"First Federal Bancshares of Arka","FFBH","https://ih.advfn.com/stock-market/NASDAQ/first-federal-bancshares-of-arka-FFBH/","NASDAQ"
"First Federal of Northern Michig","FFNM","https://ih.advfn.com/stock-market/NASDAQ/first-federal-of-northern-michig-FFNM/","NASDAQ"
"First Financial","FFCH","https://ih.advfn.com/stock-market/NASDAQ/first-financial-FFCH/","NASDAQ"
"First Financial Bancorp","FFBC","https://ih.advfn.com/stock-market/NASDAQ/first-financial-bancorp-FFBC/","NASDAQ"
"First Financial Bankshares","FFIN","https://ih.advfn.com/stock-market/NASDAQ/first-financial-bankshares-FFIN/","NASDAQ"
"First Financial Indiana","THFF","https://ih.advfn.com/stock-market/NASDAQ/first-financial-THFF/","NASDAQ"
"First Financial Northwest","FFNW","https://ih.advfn.com/stock-market/NASDAQ/first-financial-northwest-FFNW/","NASDAQ"
"First Financial Service","FFKY","https://ih.advfn.com/stock-market/NASDAQ/first-financial-service-corp-FFKY/","NASDAQ"
"First Franklin","FFHS","https://ih.advfn.com/stock-market/NASDAQ/first-franklin-FFHS/","NASDAQ"
"First Keystone Financial","FKFS","https://ih.advfn.com/stock-market/NASDAQ/first-keystone-financial-mm-FKFS/","NASDAQ"
"First M & F","FMFC","https://ih.advfn.com/stock-market/NASDAQ/first-m-f-FMFC/","NASDAQ"
"First Mariner Bancorp","FMAR","https://ih.advfn.com/stock-market/NASDAQ/nb-fmarq-FMAR/","NASDAQ"
"First Merchants","FRME","https://ih.advfn.com/stock-market/NASDAQ/first-merchants-FRME/","NASDAQ"
"First Midwest Bancorp","FMBI","https://ih.advfn.com/stock-market/NASDAQ/first-midwest-bancorp-FMBI/","NASDAQ"
"First National Bancshares (sc)","FNSC","https://ih.advfn.com/stock-market/NASDAQ/first-national-bancshares-sc-mm-FNSC/","NASDAQ"
"First Niagara Financial Grp. Inc","FNFG","https://ih.advfn.com/stock-market/NASDAQ/first-niagara-financial-grp-inc-mm-FNFG/","NASDAQ"
"First Pactrust Bancorp","FPTB","https://ih.advfn.com/stock-market/NASDAQ/first-pactrust-bancorp-inc-mm-FPTB/","NASDAQ"
"First Place Financial","FPFC","https://ih.advfn.com/stock-market/NASDAQ/first-place-financial-corp-mm-FPFC/","NASDAQ"
"First Republic Preferred Capital","FRCCO","https://ih.advfn.com/stock-market/NASDAQ/first-republic-preferred-capital-corp-preferred-stock-convertible-mm-FRCCO/","NASDAQ"
"First Savings Financial Grp.","FSFG","https://ih.advfn.com/stock-market/NASDAQ/first-savings-financial-FSFG/","NASDAQ"
"First Security","FSGI","https://ih.advfn.com/stock-market/NASDAQ/first-security-FSGI/","NASDAQ"
"First Solar","FSLR","https://ih.advfn.com/stock-market/NASDAQ/first-solar-FSLR/","NASDAQ"
"First South Bancorp","FSBK","https://ih.advfn.com/stock-market/NASDAQ/first-south-bancorp-FSBK/","NASDAQ"
"First State Bancorporation","FSNM","https://ih.advfn.com/stock-market/NASDAQ/first-state-bancorporation-FSNM/","NASDAQ"
"First United","FUNC","https://ih.advfn.com/stock-market/NASDAQ/first-united-FUNC/","NASDAQ"
"Firstbank","FBMI","https://ih.advfn.com/stock-market/NASDAQ/firstbank-corp-mm-FBMI/","NASDAQ"
"Firstcity Financial","FCFC","https://ih.advfn.com/stock-market/NASDAQ/firstcity-financial-corp-mm-FCFC/","NASDAQ"
"Firstmerit","FMER","https://ih.advfn.com/stock-market/NASDAQ/firstmerit-FMER/","NASDAQ"
"Firstservice - Subordinate Voting","FSRV","https://ih.advfn.com/stock-market/NASDAQ/finserv-acquisition-FSRV/","NASDAQ"
"Fiserv","FISV","https://ih.advfn.com/stock-market/NASDAQ/fiserv-FISV/","NASDAQ"
"Fisher Communications","FSCI","https://ih.advfn.com/stock-market/NASDAQ/fisher-communications-FSCI/","NASDAQ"
"Flamel Technologies S.a. Ads","FLML","https://ih.advfn.com/stock-market/NASDAQ/n-avdl-FLML/","NASDAQ"
"Flanders","FLDR","https://ih.advfn.com/stock-market/NASDAQ/flanders-corp-mm-FLDR/","NASDAQ"
"Flexsteel Industries","FLXS","https://ih.advfn.com/stock-market/NASDAQ/flexsteel-industries-FLXS/","NASDAQ"
"Flextronics","FLEX","https://ih.advfn.com/stock-market/NASDAQ/flex-FLEX/","NASDAQ"
"Flir Systems","FLIR","https://ih.advfn.com/stock-market/NASDAQ/flir-systems-FLIR/","NASDAQ"
"Flow International","FLOW","https://ih.advfn.com/stock-market/NASDAQ/ny-flow-FLOW/","NASDAQ"
"Flushing Financial","FFIC","https://ih.advfn.com/stock-market/NASDAQ/flushing-financial-FFIC/","NASDAQ"
"Fnb United","FNBN","https://ih.advfn.com/stock-market/NASDAQ/fnb-united-corp-mm-FNBN/","NASDAQ"
"Focus Media Holding Limited","FMCN","https://ih.advfn.com/stock-market/NASDAQ/focus-media-holding-limited-ads-each-of-which-represents-five-ordinary-shares-mm-FMCN/","NASDAQ"
"Fonar","FONR","https://ih.advfn.com/stock-market/NASDAQ/fonar-FONR/","NASDAQ"
"Food Technology Service","VIFL","https://ih.advfn.com/stock-market/NASDAQ/food-technology-service-VIFL/","NASDAQ"
"Force Protection","FRPT","https://ih.advfn.com/stock-market/NASDAQ/freshpet-FRPT/","NASDAQ"
"Forgent Networks","ASUR","https://ih.advfn.com/stock-market/NASDAQ/asure-software-ASUR/","NASDAQ"
"Formfactor","FORM","https://ih.advfn.com/stock-market/NASDAQ/formfactor-FORM/","NASDAQ"
"Formula Systems","FORTY","https://ih.advfn.com/stock-market/NASDAQ/formula-systems-FORTY/","NASDAQ"
"Forrester Research","FORR","https://ih.advfn.com/stock-market/NASDAQ/forrester-research-FORR/","NASDAQ"
"Fortress International Grp. - Units","FIGIU","https://ih.advfn.com/stock-market/NASDAQ/fortress-international-grp-units-7-14-2009-mm-FIGIU/","NASDAQ"
"Fortunet","FNET","https://ih.advfn.com/stock-market/NASDAQ/fortunet-FNET/","NASDAQ"
"Forward Air","FWRD","https://ih.advfn.com/stock-market/NASDAQ/forward-air-FWRD/","NASDAQ"
"Forward Industries","FORD","https://ih.advfn.com/stock-market/NASDAQ/forward-industries-FORD/","NASDAQ"
"Fossil","FOSL","https://ih.advfn.com/stock-market/NASDAQ/fossil-FOSL/","NASDAQ"
"Foster Wheeler","FWLT","https://ih.advfn.com/stock-market/NASDAQ/foster-wheeler-FWLT/","NASDAQ"
"Fox Chase Bancorp","FXCB","https://ih.advfn.com/stock-market/NASDAQ/fox-chase-bancorp-inc-FXCB/","NASDAQ"
"Fpb Bancorp","FPBI","https://ih.advfn.com/stock-market/NASDAQ/no-fpbi-FPBI/","NASDAQ"
"Fpic Insurance Grp.","FPIC","https://ih.advfn.com/stock-market/NASDAQ/fpic-insurance-grp-mm-FPIC/","NASDAQ"
"Franklin Electric Co.","FELE","https://ih.advfn.com/stock-market/NASDAQ/franklin-electric-FELE/","NASDAQ"
"Freds","FRED","https://ih.advfn.com/stock-market/NASDAQ/freds-FRED/","NASDAQ"
"Freeseas","FREEZ","https://ih.advfn.com/stock-market/NASDAQ/freeseas-FREEZ/","NASDAQ"
"Freeseas Inc.","FREE","https://ih.advfn.com/stock-market/NASDAQ/whole-earth-brands-FREE/","NASDAQ"
"Freightcar America","RAIL","https://ih.advfn.com/stock-market/NASDAQ/freightcar-america-RAIL/","NASDAQ"
"Frequency Electronics","FEIM","https://ih.advfn.com/stock-market/NASDAQ/frequency-electronics-FEIM/","NASDAQ"
"Fresenius Kabi Pharmaceuticals Holding","APCVZ","https://ih.advfn.com/stock-market/NASDAQ/fresenius-kabi-pharmaceuticals-holding-contingent-value-rights-mm-APCVZ/","NASDAQ"
"Frontier Financial","FTBK","https://ih.advfn.com/stock-market/NASDAQ/frontier-finl-corp-wash-mm-FTBK/","NASDAQ"
"Frozen Food Express Industries","FFEX","https://ih.advfn.com/stock-market/NASDAQ/frozen-food-express-industries-inc-mm-FFEX/","NASDAQ"
"Fsi International","FSII","https://ih.advfn.com/stock-market/NASDAQ/fsi-international-inc-mm-FSII/","NASDAQ"
"Ftb","FITB","https://ih.advfn.com/stock-market/NASDAQ/fifth-third-bancorp-FITB/","NASDAQ"
"Fuel Systems Solutions","FSYS","https://ih.advfn.com/stock-market/NASDAQ/fuel-systems-solutions-inc-FSYS/","NASDAQ"
"Fuel Tech","FTEK","https://ih.advfn.com/stock-market/NASDAQ/fuel-tech-FTEK/","NASDAQ"
"Fuelcell Energy","FCEL","https://ih.advfn.com/stock-market/NASDAQ/fuelcell-energy-FCEL/","NASDAQ"
"Fujifilm Holdings","FUJI","https://ih.advfn.com/stock-market/NASDAQ/fujifilm-holdings-mm-FUJI/","NASDAQ"
"Fulton Financial","FULT","https://ih.advfn.com/stock-market/NASDAQ/fulton-financial-corpoar-FULT/","NASDAQ"
"Fundtech Ltd.","FNDT","https://ih.advfn.com/stock-market/NASDAQ/fundtech-ltd-mm-FNDT/","NASDAQ"
"Fushi Copperweld","FSIN","https://ih.advfn.com/stock-market/NASDAQ/fushi-copperweld-inc-mm-FSIN/","NASDAQ"
"Fuwei Films (holdings) Co. Ltd.","FFHL","https://ih.advfn.com/stock-market/NASDAQ/fuwei-films-FFHL/","NASDAQ"
"Fx Energy","FXEN","https://ih.advfn.com/stock-market/NASDAQ/mm-FXEN/","NASDAQ"
"Fx Real Estate and Entertainment","FXRE","https://ih.advfn.com/stock-market/NASDAQ/fx-real-est-and-ent-mm-FXRE/","NASDAQ"
"G-iii Apparel Grp. Ltd.","GIII","https://ih.advfn.com/stock-market/NASDAQ/g-iii-apparel-GIII/","NASDAQ"
"G. Willi-food International Ltd","WILC","https://ih.advfn.com/stock-market/NASDAQ/g-willi-food-WILC/","NASDAQ"
"Gaiam","GAIA","https://ih.advfn.com/stock-market/NASDAQ/gaia-GAIA/","NASDAQ"
"Gametech International","GMTC","https://ih.advfn.com/stock-market/NASDAQ/gametech-international-inc-mm-GMTC/","NASDAQ"
"Gaming Partners International","GPIC","https://ih.advfn.com/stock-market/NASDAQ/gaming-partners-international-corp-GPIC/","NASDAQ"
"Gander Mountain Company","GMTN","https://ih.advfn.com/stock-market/NASDAQ/gander-mountain-company-mm-GMTN/","NASDAQ"
"Garmin Ltd.","GRMN","https://ih.advfn.com/stock-market/NASDAQ/garmin-GRMN/","NASDAQ"
"Gen Probe","GPRO","https://ih.advfn.com/stock-market/NASDAQ/gopro-GPRO/","NASDAQ"
"Gencor Industries Inc.","GENC","https://ih.advfn.com/stock-market/NASDAQ/gencor-industries-GENC/","NASDAQ"
"Genelabs","GNLB","https://ih.advfn.com/stock-market/NASDAQ/genelabs-GNLB/","NASDAQ"
"General Communication","GNCMA","https://ih.advfn.com/stock-market/NASDAQ/gci-liberty-inc-delisted-GNCMA/","NASDAQ"
"General Finance","GFNCU","https://ih.advfn.com/stock-market/NASDAQ/general-finance-mm-GFNCU/","NASDAQ"
"General Finance - General Finance","GFN","https://ih.advfn.com/stock-market/NASDAQ/general-finance-GFN/","NASDAQ"
"Genetic Technologies","GENE","https://ih.advfn.com/stock-market/NASDAQ/genetic-technologies-GENE/","NASDAQ"
"Genomic Health","GHDX","https://ih.advfn.com/stock-market/NASDAQ/genomic-health-GHDX/","NASDAQ"
"Genoptix","GXDX","https://ih.advfn.com/stock-market/NASDAQ/genoptix-inc-mm-GXDX/","NASDAQ"
"Gentek","GETI","https://ih.advfn.com/stock-market/NASDAQ/gentek-GETI/","NASDAQ"
"Gentex","GNTX","https://ih.advfn.com/stock-market/NASDAQ/gentex-GNTX/","NASDAQ"
"Gentium Spa - Gentium Spa American","GENT","https://ih.advfn.com/stock-market/NASDAQ/gentium-spa-ads-represents-ordinary-shares-mm-GENT/","NASDAQ"
"Gentiva Health Services","GTIV","https://ih.advfn.com/stock-market/NASDAQ/gentiva-health-services-GTIV/","NASDAQ"
"Genvec","GNVC","https://ih.advfn.com/stock-market/NASDAQ/genvec-inc-GNVC/","NASDAQ"
"Genzyme","GENZ","https://ih.advfn.com/stock-market/NASDAQ/genzyme-GENZ/","NASDAQ"
"Geoeye","GEOY","https://ih.advfn.com/stock-market/NASDAQ/geoeye-inc-mm-GEOY/","NASDAQ"
"Geomet","GMET","https://ih.advfn.com/stock-market/NASDAQ/no-gmet-GMET/","NASDAQ"
"Geopharma","GORX","https://ih.advfn.com/stock-market/NASDAQ/geopharma-GORX/","NASDAQ"
"Georesources","GEOI","https://ih.advfn.com/stock-market/NASDAQ/georesources-GEOI/","NASDAQ"
"German American Bancorp","GABC","https://ih.advfn.com/stock-market/NASDAQ/german-american-bancorp-GABC/","NASDAQ"
"Geron","GERN","https://ih.advfn.com/stock-market/NASDAQ/geron-GERN/","NASDAQ"
"Gevity Hr","GVHR","https://ih.advfn.com/stock-market/NASDAQ/gevity-hr-GVHR/","NASDAQ"
"Gfi Grp. Inc.","GFIG","https://ih.advfn.com/stock-market/NASDAQ/ny-gfig-GFIG/","NASDAQ"
"Gibraltar","ROCK","https://ih.advfn.com/stock-market/NASDAQ/gibraltar-industries-ROCK/","NASDAQ"
"Giga-tronics Incorporated","GIGA","https://ih.advfn.com/stock-market/NASDAQ/no-giga-GIGA/","NASDAQ"
"Gigamedia","GIGM","https://ih.advfn.com/stock-market/NASDAQ/gigamedia-GIGM/","NASDAQ"
